from	to	source	database	from_index	to_index
CCN2	LRP1	NATMI	NATMI	L	R
CCN2	LRP6	NATMI	NATMI	L	R
CCN2	NTRK1	NATMI	NATMI	L	R
CCN3	NOTCH1	NATMI	NATMI	L	R
CCN4	ITGA5	NATMI	NATMI	L	R
CCN4	ITGB1	NATMI	NATMI	L	R
CD14	ITGA4	NATMI	NATMI	L	R
CD14	ITGB1	NATMI	NATMI	L	R
CD160	TNFRSF14	NATMI	NATMI	LR	LR
CD177	PECAM1	NATMI	NATMI	L	LR
CD1D	LILRB2	NATMI	NATMI	LR	R
CD2	CD48	NATMI	NATMI	LR	LR
CD200	CD200R1	NATMI	NATMI	LR	LR
CD200	CD200R1L	NATMI	NATMI	LR	R
CD200R1	CD200	NATMI	NATMI	LR	LR
CD209	ICAM3	NATMI	NATMI	LR	LR
CD22	PTPRC	NATMI	NATMI	LR	LR
CD226	NECTIN2	NATMI	NATMI	LR	LR
CD226	PVR	NATMI	NATMI	LR	LR
CD24	SELP	NATMI	NATMI	L	R
CD244	CD48	NATMI	NATMI	LR	LR
CD274	CD80	NATMI	NATMI	LR	LR
CD274	PDCD1	NATMI	NATMI	LR	R
CD28	CD80	NATMI	NATMI	LR	LR
CD28	CD86	NATMI	NATMI	LR	LR
CD34	SELE	NATMI	NATMI	L	LR
CD34	SELL	NATMI	NATMI	L	R
CD34	SELP	NATMI	NATMI	L	R
CD38	PECAM1	NATMI	NATMI	LR	LR
CD40LG	CD40	NATMI	NATMI	L	R
CD44	SELE	NATMI	NATMI	LR	LR
CD47	SIRPA	NATMI	NATMI	LR	LR
CD47	SIRPG	NATMI	NATMI	LR	LR
CD48	CD2	NATMI	NATMI	LR	LR
CD48	CD244	NATMI	NATMI	LR	LR
CD52	SIGLEC10	NATMI	NATMI	L	R
CD55	ADGRE5	NATMI	NATMI	LR	LR
CD58	CD2	NATMI	NATMI	L	LR
CD59	CD2	NATMI	NATMI	L	LR
CD5L	CD5	NATMI	NATMI	L	R
CD6	ALCAM	NATMI	NATMI	LR	LR
CD70	CD27	NATMI	NATMI	L	R
CD80	CD274	NATMI	NATMI	LR	LR
CD80	CD28	NATMI	NATMI	LR	LR
CD80	CTLA4	NATMI	NATMI	LR	R
CD84	CD84	NATMI	NATMI	LR	LR
CD86	CD28	NATMI	NATMI	LR	LR
CD86	CTLA4	NATMI	NATMI	LR	R
CD9	L1CAM	NATMI	NATMI	LR	LR
CD96	NECTIN1	NATMI	NATMI	LR	LR
CD96	PVR	NATMI	NATMI	LR	LR
CD99	PILRA	NATMI	NATMI	L	R
CD99	PILRB	NATMI	NATMI	L	R
CDH1	EGFR	NATMI	NATMI	L	R
CDH1	IGF1R	NATMI	NATMI	L	R
CDH1	ITGAE	NATMI	NATMI	L	R
CDH1	ITGB7	NATMI	NATMI	L	R
CDH1	KLRG1	NATMI	NATMI	L	R
CDH1	PTPRM	NATMI	NATMI	L	LR
CEACAM1	CD209	NATMI	NATMI	LR	LR
CEACAM1	HAVCR2	NATMI	NATMI	LR	R
CEACAM1	SELE	NATMI	NATMI	LR	LR
CEACAM5	CD1D	NATMI	NATMI	L	LR
CEACAM5	CD8A	NATMI	NATMI	L	R
CEACAM6	CEACAM8	NATMI	NATMI	L	LR
CEACAM8	CEACAM1	NATMI	NATMI	LR	LR
CEL	CXCR4	NATMI	NATMI	L	R
CFH	ITGAM	NATMI	NATMI	L	R
CFH	SELL	NATMI	NATMI	L	R
CFP	NCR1	NATMI	NATMI	L	R
CGA	LHCGR	NATMI	NATMI	L	R
CGB3	LHCGR	NATMI	NATMI	L	R
CGN	F11R	NATMI	NATMI	L	LR
CHAD	ITGA2	NATMI	NATMI	L	R
CHAD	ITGB1	NATMI	NATMI	L	R
CIRBP	TREM1	NATMI	NATMI	L	R
CLCF1	CNTFR	NATMI	NATMI	L	R
CLCF1	CRLF1	NATMI	NATMI	L	LR
CLCF1	IL6ST	NATMI	NATMI	L	R
CLCF1	LIFR	NATMI	NATMI	L	R
CLEC11A	ITGA10	NATMI	NATMI	L	R
CLEC11A	ITGA11	NATMI	NATMI	L	R
CLEC11A	ITGB1	NATMI	NATMI	L	R
CLEC2A	KLRF2	NATMI	NATMI	L	R
CLEC2B	KLRF1	NATMI	NATMI	LR	LR
CLEC2D	KLRB1	NATMI	NATMI	LR	LR
CLEC4G	LAG3	NATMI	NATMI	L	R
CNTF	CNTFR	NATMI	NATMI	L	R
CNTF	IL6R	NATMI	NATMI	L	R
CNTF	IL6ST	NATMI	NATMI	L	R
CNTF	LIFR	NATMI	NATMI	L	R
CNTN1	NOTCH1	NATMI	NATMI	LR	R
CNTN1	NOTCH2	NATMI	NATMI	LR	R
CNTN1	PTPRZ1	NATMI	NATMI	LR	LR
CNTN2	CNTN1	NATMI	NATMI	L	LR
CNTN2	CNTNAP2	NATMI	NATMI	L	R
CNTN2	NRCAM	NATMI	NATMI	L	R
CNTN4	PTPRG	NATMI	NATMI	L	R
CNTN6	NOTCH1	NATMI	NATMI	L	R
COL11A1	DDR1	NATMI	NATMI	L	R
COL14A1	CD44	NATMI	NATMI	L	LR
COL18A1	GPC1	NATMI	NATMI	L	R
COL18A1	GPC4	NATMI	NATMI	L	R
COL18A1	ITGA5	NATMI	NATMI	L	R
COL18A1	ITGB1	NATMI	NATMI	L	R
COL18A1	KDR	NATMI	NATMI	L	R
COL18A1	PTPRS	NATMI	NATMI	L	R
COL1A1	CD36	NATMI	NATMI	L	R
COL1A1	CD44	NATMI	NATMI	L	LR
COL1A1	CD93	NATMI	NATMI	L	R
COL1A1	DDR1	NATMI	NATMI	L	R
COL1A1	DDR2	NATMI	NATMI	L	R
COL1A1	GP6	NATMI	NATMI	L	R
COL1A1	ITGA11	NATMI	NATMI	L	R
COL1A1	ITGA2	NATMI	NATMI	L	R
COL1A1	ITGA5	NATMI	NATMI	L	R
COL1A1	ITGB1	NATMI	NATMI	L	R
COL1A2	CD44	NATMI	NATMI	L	LR
COL1A2	CD93	NATMI	NATMI	L	R
COL1A2	GP6	NATMI	NATMI	L	R
COL1A2	ITGA11	NATMI	NATMI	L	R
COL1A2	ITGA2	NATMI	NATMI	L	R
COL1A2	ITGB1	NATMI	NATMI	L	R
COL1A2	ITGB3	NATMI	NATMI	L	R
COL2A1	DDR1	NATMI	NATMI	L	R
COL2A1	ITGA10	NATMI	NATMI	L	R
COL2A1	ITGA2	NATMI	NATMI	L	R
COL2A1	ITGB1	NATMI	NATMI	L	R
COL2A1	MAG	NATMI	NATMI	L	R
COL2A1	TNFRSF10A	NATMI	NATMI	L	R
COL3A1	DDR1	NATMI	NATMI	L	R
COL3A1	DDR2	NATMI	NATMI	L	R
COL3A1	MAG	NATMI	NATMI	L	R
COL4A1	CD93	NATMI	NATMI	L	R
COL4A1	ITGA1	NATMI	NATMI	L	R
COL4A1	ITGAV	NATMI	NATMI	L	LR
COL4A1	ITGB1	NATMI	NATMI	L	R
COL4A1	ITGB8	NATMI	NATMI	L	R
COL4A2	CD93	NATMI	NATMI	L	R
COL4A3	CD47	NATMI	NATMI	L	LR
COL4A3	CD93	NATMI	NATMI	L	R
COL4A3	ITGAV	NATMI	NATMI	L	LR
COL4A5	CD93	NATMI	NATMI	L	R
COL4A6	CD93	NATMI	NATMI	L	R
COL5A1	SDC3	NATMI	NATMI	L	R
COL5A2	DDR1	NATMI	NATMI	L	R
COL5A3	SDC3	NATMI	NATMI	L	R
COL8A1	ITGA1	NATMI	NATMI	L	R
COL8A1	ITGA2	NATMI	NATMI	L	R
COL9A1	MAG	NATMI	NATMI	L	R
COL9A2	MAG	NATMI	NATMI	L	R
COL9A3	MAG	NATMI	NATMI	L	R
COLQ	MUSK	NATMI	NATMI	L	R
COMP	CD47	NATMI	NATMI	L	LR
COMP	ITGA5	NATMI	NATMI	L	R
COMP	ITGB3	NATMI	NATMI	L	R
CORT	GHSR	NATMI	NATMI	L	R
CORT	MRGPRX2	NATMI	NATMI	L	R
CORT	SSTR1	NATMI	NATMI	L	R
CORT	SSTR2	NATMI	NATMI	L	R
CORT	SSTR3	NATMI	NATMI	L	R
CORT	SSTR4	NATMI	NATMI	L	R
CORT	SSTR5	NATMI	NATMI	L	R
CP	SLC40A1	NATMI	NATMI	L	R
CPAMD8	SCTR	NATMI	NATMI	L	R
CRH	CRHR1	NATMI	NATMI	L	R
CRH	CRHR2	NATMI	NATMI	L	R
CRLF1	CNTFR	NATMI	NATMI	LR	R
CRP	OLR1	NATMI	NATMI	L	R
CRTAM	CADM1	NATMI	NATMI	LR	LR
CSF1	CSF1R	NATMI	NATMI	L	R
CSF2	CSF2RA	NATMI	NATMI	L	R
CSF2	CSF2RB	NATMI	NATMI	L	R
CSF2	CSF3R	NATMI	NATMI	L	R
CSF2	IL3RA	NATMI	NATMI	L	R
CSF2	SDC2	NATMI	NATMI	L	LR
CSF3	CSF3R	NATMI	NATMI	L	R
CSH1	PRLR	NATMI	NATMI	L	R
CTF1	IL6ST	NATMI	NATMI	L	R
CTF1	LIFR	NATMI	NATMI	L	R
CTHRC1	FZD3	NATMI	NATMI	L	R
CTHRC1	FZD5	NATMI	NATMI	L	R
CTHRC1	FZD6	NATMI	NATMI	L	R
CTHRC1	ROR2	NATMI	NATMI	L	R
CX3CL1	CX3CR1	NATMI	NATMI	L	R
CX3CL1	ITGAV	NATMI	NATMI	L	LR
CX3CL1	ITGB3	NATMI	NATMI	L	R
CXADR	CXADR	NATMI	NATMI	LR	LR
CXADR	JAML	NATMI	NATMI	LR	LR
CXCL1	ACKR1	NATMI	NATMI	L	R
CXCL1	CXCR1	NATMI	NATMI	L	R
CXCL1	CXCR2	NATMI	NATMI	L	R
CXCL10	CCR3	NATMI	NATMI	L	R
CXCL10	CXCR3	NATMI	NATMI	L	R
CXCL10	SDC4	NATMI	NATMI	L	R
CXCL11	ACKR3	NATMI	NATMI	L	R
CXCL11	CCR3	NATMI	NATMI	L	R
CXCL11	CXCR3	NATMI	NATMI	L	R
CXCL12	ACKR3	NATMI	NATMI	L	R
CXCL12	CD4	NATMI	NATMI	L	R
CXCL12	CXCR3	NATMI	NATMI	L	R
CXCL12	CXCR4	NATMI	NATMI	L	R
CXCL12	ITGA4	NATMI	NATMI	L	R
CXCL12	ITGA5	NATMI	NATMI	L	R
CXCL12	ITGAV	NATMI	NATMI	L	LR
CXCL12	ITGB1	NATMI	NATMI	L	R
CXCL12	ITGB3	NATMI	NATMI	L	R
CXCL13	ACKR4	NATMI	NATMI	L	R
CXCL13	CCR10	NATMI	NATMI	L	R
CXCL13	CXCR3	NATMI	NATMI	L	R
CXCL13	CXCR5	NATMI	NATMI	L	R
CXCL14	CXCR4	NATMI	NATMI	L	R
CXCL16	CXCR6	NATMI	NATMI	L	R
CXCL17	GPR35	NATMI	NATMI	L	R
CXCL2	CXCR1	NATMI	NATMI	L	R
CXCL2	CXCR2	NATMI	NATMI	L	R
CXCL2	XCR1	NATMI	NATMI	L	R
CXCL3	CXCR1	NATMI	NATMI	L	R
CXCL3	CXCR2	NATMI	NATMI	L	R
CXCL5	ACKR1	NATMI	NATMI	L	R
CXCL5	CXCR1	NATMI	NATMI	L	R
CXCL5	CXCR2	NATMI	NATMI	L	R
CXCL6	CXCR1	NATMI	NATMI	L	R
CXCL6	CXCR2	NATMI	NATMI	L	R
CXCL8	ACKR1	NATMI	NATMI	L	R
CXCL8	CXCR1	NATMI	NATMI	L	R
CXCL8	CXCR2	NATMI	NATMI	L	R
CXCL8	SDC1	NATMI	NATMI	L	R
CXCL8	SDC2	NATMI	NATMI	L	LR
CXCL9	CCR3	NATMI	NATMI	L	R
CXCL9	CXCR3	NATMI	NATMI	L	R
CYTL1	CCR2	NATMI	NATMI	L	R
DAG1	LAMA4	NATMI	NATMI	LR	LR
DCN	EGFR	NATMI	NATMI	L	R
DCN	ERBB4	NATMI	NATMI	L	R
DCN	MET	NATMI	NATMI	L	R
DCN	TLR2	NATMI	NATMI	L	R
DCN	TLR4	NATMI	NATMI	L	R
DEFB1	CCR6	NATMI	NATMI	L	R
DEFB103A	CCR6	NATMI	NATMI	L	R
DEFB103B	CCR2	NATMI	NATMI	L	R
DEFB103B	CCR6	NATMI	NATMI	L	R
DEFB106A	CCR2	NATMI	NATMI	L	R
DEFB4A	CCR6	NATMI	NATMI	L	R
DEFB4A	TLR4	NATMI	NATMI	L	R
DEFB4B	CCR6	NATMI	NATMI	L	R
DHH	BOC	NATMI	NATMI	L	R
DHH	CDON	NATMI	NATMI	L	R
DHH	HHIP	NATMI	NATMI	L	R
DHH	PTCH1	NATMI	NATMI	L	R
DHH	PTCH2	NATMI	NATMI	L	R
DKK1	KREMEN1	NATMI	NATMI	L	R
DKK1	KREMEN2	NATMI	NATMI	L	R
DKK1	LRP4	NATMI	NATMI	L	R
DKK1	LRP5	NATMI	NATMI	L	R
DKK1	LRP6	NATMI	NATMI	L	R
DKK2	KREMEN1	NATMI	NATMI	L	R
DKK2	KREMEN2	NATMI	NATMI	L	R
DKK2	LRP5	NATMI	NATMI	L	R
DKK2	LRP6	NATMI	NATMI	L	R
DKK4	KREMEN1	NATMI	NATMI	L	R
DKK4	KREMEN2	NATMI	NATMI	L	R
DKK4	LRP6	NATMI	NATMI	L	R
DLK1	NOTCH1	NATMI	NATMI	L	R
DLK1	NOTCH2	NATMI	NATMI	L	R
DLK1	NOTCH3	NATMI	NATMI	L	R
DLK1	NOTCH4	NATMI	NATMI	L	R
DLK2	NOTCH1	NATMI	NATMI	L	R
DLL1	NOTCH1	NATMI	NATMI	L	R
DLL1	NOTCH2	NATMI	NATMI	L	R
DLL1	NOTCH3	NATMI	NATMI	L	R
DLL1	NOTCH4	NATMI	NATMI	L	R
DLL3	NOTCH1	NATMI	NATMI	L	R
DLL3	NOTCH2	NATMI	NATMI	L	R
DLL3	NOTCH3	NATMI	NATMI	L	R
DLL3	NOTCH4	NATMI	NATMI	L	R
DLL4	NOTCH1	NATMI	NATMI	L	R
DLL4	NOTCH2	NATMI	NATMI	L	R
DLL4	NOTCH3	NATMI	NATMI	L	R
DLL4	NOTCH4	NATMI	NATMI	L	R
DNAJB11	PRTG	NATMI	NATMI	L	R
DSC1	DSG1	NATMI	NATMI	LR	LR
DSC1	DSG2	NATMI	NATMI	LR	LR
DSC1	DSG3	NATMI	NATMI	LR	R
DSC1	DSG4	NATMI	NATMI	LR	R
DSC2	DSG1	NATMI	NATMI	L	LR
DSC2	DSG2	NATMI	NATMI	L	LR
DSC2	DSG3	NATMI	NATMI	L	R
DSC2	DSG4	NATMI	NATMI	L	R
DSC3	DSG1	NATMI	NATMI	LR	LR
DSC3	DSG2	NATMI	NATMI	LR	LR
DSC3	DSG3	NATMI	NATMI	LR	R
DSC3	DSG4	NATMI	NATMI	LR	R
DSG1	DSC3	NATMI	NATMI	LR	LR
DSG2	DSC1	NATMI	NATMI	LR	LR
DSG2	DSC3	NATMI	NATMI	LR	LR
DSPP	ITGB6	NATMI	NATMI	L	R
EBI3	IL27RA	NATMI	NATMI	L	R
EBI3	IL6ST	NATMI	NATMI	L	R
ECM1	ITGB4	NATMI	NATMI	L	R
EDA	EDA2R	NATMI	NATMI	L	R
EDA	EDAR	NATMI	NATMI	L	R
EDIL3	ITGB3	NATMI	NATMI	L	R
EDN1	EDNRA	NATMI	NATMI	L	R
EDN1	EDNRB	NATMI	NATMI	L	R
EDN1	KEL	NATMI	NATMI	L	R
EDN2	EDNRA	NATMI	NATMI	L	R
EDN2	EDNRB	NATMI	NATMI	L	R
EDN2	KEL	NATMI	NATMI	L	R
EDN3	EDNRA	NATMI	NATMI	L	R
EDN3	EDNRB	NATMI	NATMI	L	R
EDN3	KEL	NATMI	NATMI	L	R
EFEMP1	EGFR	NATMI	NATMI	L	R
EFNA1	EPHA1	NATMI	NATMI	L	R
EFNA1	EPHA2	NATMI	NATMI	L	R
EFNA1	EPHA3	NATMI	NATMI	L	R
EFNA1	EPHA4	NATMI	NATMI	L	LR
EFNA1	EPHA5	NATMI	NATMI	L	R
EFNA1	EPHA6	NATMI	NATMI	L	R
EFNA1	EPHA7	NATMI	NATMI	L	R
EFNA1	EPHA8	NATMI	NATMI	L	R
EFNA2	EPHA1	NATMI	NATMI	L	R
EFNA2	EPHA2	NATMI	NATMI	L	R
EFNA2	EPHA3	NATMI	NATMI	L	R
EFNA2	EPHA4	NATMI	NATMI	L	LR
EFNA2	EPHA5	NATMI	NATMI	L	R
EFNA2	EPHA6	NATMI	NATMI	L	R
EFNA2	EPHA7	NATMI	NATMI	L	R
EFNA2	EPHA8	NATMI	NATMI	L	R
EFNA3	EPHA1	NATMI	NATMI	L	R
EFNA3	EPHA2	NATMI	NATMI	L	R
EFNA3	EPHA3	NATMI	NATMI	L	R
EFNA3	EPHA4	NATMI	NATMI	L	LR
EFNA3	EPHA5	NATMI	NATMI	L	R
EFNA3	EPHA6	NATMI	NATMI	L	R
EFNA3	EPHA7	NATMI	NATMI	L	R
EFNA3	EPHA8	NATMI	NATMI	L	R
EFNA3	EPHB1	NATMI	NATMI	L	R
EFNA4	EPHA1	NATMI	NATMI	L	R
EFNA4	EPHA2	NATMI	NATMI	L	R
EFNA4	EPHA3	NATMI	NATMI	L	R
EFNA4	EPHA4	NATMI	NATMI	L	LR
EFNA4	EPHA5	NATMI	NATMI	L	R
EFNA4	EPHA6	NATMI	NATMI	L	R
EFNA4	EPHA7	NATMI	NATMI	L	R
EFNA4	EPHA8	NATMI	NATMI	L	R
EFNA5	EPHA1	NATMI	NATMI	L	R
EFNA5	EPHA2	NATMI	NATMI	L	R
EFNA5	EPHA3	NATMI	NATMI	L	R
EFNA5	EPHA4	NATMI	NATMI	L	LR
EFNA5	EPHA5	NATMI	NATMI	L	R
EFNA5	EPHA6	NATMI	NATMI	L	R
EFNA5	EPHA7	NATMI	NATMI	L	R
EFNA5	EPHA8	NATMI	NATMI	L	R
EFNA5	EPHB1	NATMI	NATMI	L	R
EFNA5	EPHB2	NATMI	NATMI	L	R
EFNA5	EPHB6	NATMI	NATMI	L	R
EFNB1	EPHA4	NATMI	NATMI	LR	LR
EFNB1	EPHB1	NATMI	NATMI	LR	R
EFNB1	EPHB2	NATMI	NATMI	LR	R
EFNB1	EPHB3	NATMI	NATMI	LR	R
EFNB1	EPHB4	NATMI	NATMI	LR	R
EFNB1	EPHB6	NATMI	NATMI	LR	R
EFNB1	ERBB2	NATMI	NATMI	LR	R
EFNB2	EPHA3	NATMI	NATMI	L	R
EFNB2	EPHA4	NATMI	NATMI	L	LR
EFNB2	EPHA6	NATMI	NATMI	L	R
EFNB2	EPHB1	NATMI	NATMI	L	R
EFNB2	EPHB2	NATMI	NATMI	L	R
EFNB2	EPHB3	NATMI	NATMI	L	R
EFNB2	EPHB4	NATMI	NATMI	L	R
EFNB2	EPHB6	NATMI	NATMI	L	R
EFNB2	GRM1	NATMI	NATMI	L	R
EFNB2	GRM5	NATMI	NATMI	L	R
EFNB2	PECAM1	NATMI	NATMI	L	LR
EFNB2	RHBDL2	NATMI	NATMI	L	R
EFNB3	EPHA4	NATMI	NATMI	L	LR
EFNB3	EPHB1	NATMI	NATMI	L	R
EFNB3	EPHB2	NATMI	NATMI	L	R
EFNB3	EPHB3	NATMI	NATMI	L	R
EFNB3	EPHB4	NATMI	NATMI	L	R
EFNB3	EPHB6	NATMI	NATMI	L	R
EFNB3	RHBDL2	NATMI	NATMI	L	R
EGF	EGFR	NATMI	NATMI	L	R
EGF	ERBB2	NATMI	NATMI	L	R
EGF	ERBB3	NATMI	NATMI	L	R
EGF	ERBB4	NATMI	NATMI	L	R
ENAM	CD63	NATMI	NATMI	L	R
ENHO	GPR19	NATMI	NATMI	L	R
EPCAM	EPCAM	NATMI	NATMI	LR	LR
EPGN	EGFR	NATMI	NATMI	L	R
EPHA4	EFNB1	NATMI	NATMI	LR	LR
EPO	CRLF3	NATMI	NATMI	L	R
EPO	EPHB4	NATMI	NATMI	L	R
EPO	EPOR	NATMI	NATMI	L	R
EREG	EGFR	NATMI	NATMI	L	R
EREG	ERBB4	NATMI	NATMI	L	R
F10	F3	NATMI	NATMI	L	R
F11	GP1BA	NATMI	NATMI	L	R
F11R	JAM2	NATMI	NATMI	LR	LR
F12	GP1BA	NATMI	NATMI	L	R
F13A1	ITGA4	NATMI	NATMI	L	R
F13A1	ITGA9	NATMI	NATMI	L	R
F13A1	ITGB1	NATMI	NATMI	L	R
F2	F2R	NATMI	NATMI	L	R
F2	F2RL1	NATMI	NATMI	L	R
F2	F2RL2	NATMI	NATMI	L	R
F2	F2RL3	NATMI	NATMI	L	R
F2	GP1BA	NATMI	NATMI	L	R
F2	GP9	NATMI	NATMI	L	R
F2	ITGA2B	NATMI	NATMI	L	R
F2	THBD	NATMI	NATMI	L	R
F7	F3	NATMI	NATMI	L	R
F8	ASGR2	NATMI	NATMI	L	R
F8	LDLR	NATMI	NATMI	L	R
F8	LRP1	NATMI	NATMI	L	R
F9	LRP1	NATMI	NATMI	L	R
FAM3C	LIFR	NATMI	NATMI	L	R
FAM3D	FPR1	NATMI	NATMI	L	R
FAM3D	FPR2	NATMI	NATMI	L	R
FASLG	FAS	NATMI	NATMI	L	R
FASLG	TNFRSF6B	NATMI	NATMI	L	R
FAT4	DCHS1	NATMI	NATMI	L	R
FBLN1	ITGB1	NATMI	NATMI	L	R
FBN1	ITGA5	NATMI	NATMI	L	R
FBN1	ITGAV	NATMI	NATMI	L	LR
FBN1	ITGB1	NATMI	NATMI	L	R
FBN1	ITGB3	NATMI	NATMI	L	R
FCER2	CR2	NATMI	NATMI	L	R
FCN2	LRP1	NATMI	NATMI	L	R
FGA	ITGA2B	NATMI	NATMI	L	R
FGA	ITGA5	NATMI	NATMI	L	R
FGA	ITGAM	NATMI	NATMI	L	R
FGA	ITGAV	NATMI	NATMI	L	LR
FGA	ITGAX	NATMI	NATMI	L	R
FGA	ITGB1	NATMI	NATMI	L	R
FGA	ITGB2	NATMI	NATMI	L	LR
FGA	ITGB3	NATMI	NATMI	L	R
FGA	TLR4	NATMI	NATMI	L	R
FGB	ITGA2B	NATMI	NATMI	L	R
FGB	ITGA5	NATMI	NATMI	L	R
FGB	ITGAM	NATMI	NATMI	L	R
FGB	ITGAV	NATMI	NATMI	L	LR
FGB	ITGB1	NATMI	NATMI	L	R
FGB	ITGB2	NATMI	NATMI	L	LR
FGB	TLR4	NATMI	NATMI	L	R
FGF1	CD44	NATMI	NATMI	L	LR
FGF1	CSPG4	NATMI	NATMI	L	R
FGF1	FGFR1	NATMI	NATMI	L	R
FGF1	FGFR2	NATMI	NATMI	L	R
FGF1	FGFR3	NATMI	NATMI	L	R
FGF1	FGFR4	NATMI	NATMI	L	R
FGF1	NRP1	NATMI	NATMI	L	R
FGF10	FGFR1	NATMI	NATMI	L	R
FGF10	FGFR2	NATMI	NATMI	L	R
FGF10	FGFRL1	NATMI	NATMI	L	R
FGF13	SCN5A	NATMI	NATMI	L	R
FGF13	SCN8A	NATMI	NATMI	L	R
FGF16	FGFR2	NATMI	NATMI	L	R
FGF16	FGFR3	NATMI	NATMI	L	R
FGF16	FGFR4	NATMI	NATMI	L	R
FGF17	FGFR1	NATMI	NATMI	L	R
FGF17	FGFR2	NATMI	NATMI	L	R
FGF17	FGFR3	NATMI	NATMI	L	R
FGF17	FGFR4	NATMI	NATMI	L	R
FGF18	FGFR1	NATMI	NATMI	L	R
FGF18	FGFR2	NATMI	NATMI	L	R
FGF18	FGFR3	NATMI	NATMI	L	R
FGF18	FGFR4	NATMI	NATMI	L	R
FGF19	FGFR1	NATMI	NATMI	L	R
FGF19	FGFR2	NATMI	NATMI	L	R
FGF19	FGFR3	NATMI	NATMI	L	R
FGF19	FGFR4	NATMI	NATMI	L	R
FGF19	KLB	NATMI	NATMI	L	R
FGF2	CD44	NATMI	NATMI	L	LR
FGF2	FGFR1	NATMI	NATMI	L	R
FGF2	FGFR2	NATMI	NATMI	L	R
FGF2	FGFR3	NATMI	NATMI	L	R
FGF2	FGFR4	NATMI	NATMI	L	R
FGF2	FGFRL1	NATMI	NATMI	L	R
FGF2	GPC4	NATMI	NATMI	L	R
FGF2	NRP1	NATMI	NATMI	L	R
FGF2	SDC1	NATMI	NATMI	L	R
FGF2	SDC2	NATMI	NATMI	L	LR
FGF2	SDC3	NATMI	NATMI	L	R
FGF2	SDC4	NATMI	NATMI	L	R
FGF20	FGFR1	NATMI	NATMI	L	R
FGF20	FGFR2	NATMI	NATMI	L	R
FGF20	FGFR3	NATMI	NATMI	L	R
FGF20	FGFR4	NATMI	NATMI	L	R
FGF21	FGFR4	NATMI	NATMI	L	R
FGF22	FGFR1	NATMI	NATMI	L	R
FGF22	FGFR2	NATMI	NATMI	L	R
FGF22	FGFRL1	NATMI	NATMI	L	R
FGF23	FGFR1	NATMI	NATMI	L	R
FGF23	FGFR2	NATMI	NATMI	L	R
FGF23	FGFR3	NATMI	NATMI	L	R
FGF23	FGFR4	NATMI	NATMI	L	R
FGF23	KL	NATMI	NATMI	L	R
FGF3	FGFR1	NATMI	NATMI	L	R
FGF3	FGFR2	NATMI	NATMI	L	R
FGF3	FGFR3	NATMI	NATMI	L	R
FGF3	FGFR4	NATMI	NATMI	L	R
FGF3	FGFRL1	NATMI	NATMI	L	R
FGF4	FGFR1	NATMI	NATMI	L	R
FGF4	FGFR2	NATMI	NATMI	L	R
FGF4	FGFR3	NATMI	NATMI	L	R
FGF4	FGFR4	NATMI	NATMI	L	R
FGF4	FGFRL1	NATMI	NATMI	L	R
FGF4	NRP1	NATMI	NATMI	L	R
FGF5	FGFR1	NATMI	NATMI	L	R
FGF5	FGFR2	NATMI	NATMI	L	R
FGF5	FGFR3	NATMI	NATMI	L	R
FGF5	FGFR4	NATMI	NATMI	L	R
FGF6	FGFR1	NATMI	NATMI	L	R
FGF6	FGFR2	NATMI	NATMI	L	R
FGF6	FGFR3	NATMI	NATMI	L	R
FGF6	FGFR4	NATMI	NATMI	L	R
FGF7	FGFR1	NATMI	NATMI	L	R
FGF7	FGFR2	NATMI	NATMI	L	R
FGF7	FGFR3	NATMI	NATMI	L	R
FGF7	NRP1	NATMI	NATMI	L	R
FGF8	FGFR1	NATMI	NATMI	L	R
FGF8	FGFR2	NATMI	NATMI	L	R
FGF8	FGFR3	NATMI	NATMI	L	R
FGF8	FGFR4	NATMI	NATMI	L	R
FGF8	FGFRL1	NATMI	NATMI	L	R
FGF9	FGFR1	NATMI	NATMI	L	R
FGF9	FGFR2	NATMI	NATMI	L	R
FGF9	FGFR3	NATMI	NATMI	L	R
FGF9	FGFR4	NATMI	NATMI	L	R
FGG	ITGA2B	NATMI	NATMI	L	R
FGG	ITGA5	NATMI	NATMI	L	R
FGG	ITGAV	NATMI	NATMI	L	LR
FGG	ITGB1	NATMI	NATMI	L	R
FGG	ITGB2	NATMI	NATMI	L	LR
FGG	TLR4	NATMI	NATMI	L	R
FGL1	EGFR	NATMI	NATMI	L	R
FGL1	LAG3	NATMI	NATMI	L	R
FLT3LG	FLT3	NATMI	NATMI	L	R
FN1	CD44	NATMI	NATMI	L	LR
FN1	COL13A1	NATMI	NATMI	L	R
FN1	ITGA2	NATMI	NATMI	L	R
FN1	ITGA2B	NATMI	NATMI	L	R
FN1	ITGA4	NATMI	NATMI	L	R
FN1	ITGA5	NATMI	NATMI	L	R
FN1	ITGA8	NATMI	NATMI	L	R
FN1	ITGA9	NATMI	NATMI	L	R
FN1	ITGAV	NATMI	NATMI	L	LR
FN1	ITGB1	NATMI	NATMI	L	R
FN1	ITGB3	NATMI	NATMI	L	R
FN1	ITGB6	NATMI	NATMI	L	R
FN1	ITGB7	NATMI	NATMI	L	R
FN1	ITGB8	NATMI	NATMI	L	R
FN1	MAG	NATMI	NATMI	L	R
FN1	NT5E	NATMI	NATMI	L	R
